event.2016112941aad1fd531e86049731c33f3bbadb7f.txt;-3.87;-38.62
event.20161017cf1705f2f0040e59182924ecd0e5a4de.txt;-29.16;-51.17
event.20151201ecfd08a95ddaceaa683b8c5907143648.txt;-29.46;-51.96
event.201612120ffa59afb0031f60fabf812292c98835.txt;-22.46;-44.44
event.20161230ea367684aca107306c2e11cd79db0b88.txt;-5.52;-47.47
event.20161125eb63478d56bad0d59f9fb021d7a579c5.txt;-12.15;-39.73
event.20161209315332eacc02d927a238ee610af6b8c0.txt;-10.43;-62.46
event.201611037f16643a037a299cf6f95824a4c8a8ca.txt;-12.43;-39.25
event.20160515e1c3b9ce1451315b5c994c929b3b16bf.txt;-5.81;-46.13
event.20151109ea387e9981591b4610bfef2e667c38c2.txt;-5.5;-45.24
event.201612268a2ac4396acd3620d01a6ae6de960061.txt;-22.76;-43.39
event.2016121656cdc7f805dd9817b5bfe8ec662558ae.txt;-10.46;-40.19
event.20160905d5a8e00ab16c4588f9815303142b9a08.txt;-8.14;-36.37
event.201608215dd1434715f87ef272758893ec0bc704.txt;-24.32;-46.99
event.20161228b53744216a9f21ff242b8042e33f5b06.txt;-23.76;-45.41
event.201612249cda6f95eac53d199ab63ec250d1df5a.txt;-2;-54.06
event.2016050535030eb61b9c8bc63907da2f48a4baa3.txt;-17.22;-46.87
event.20161006e164483ace4635dcd6648aefa4dc5b74.txt;-22.8;-43.41
event.20160711ca5a1521d71d0f5785d35bc3796d6e8f.txt;-22.21;-49.65
event.20151123aac77d96214ca912b805d229a6931458.txt;-10.96;-38.78
event.20160415f553708340e31046a99a3855a7d6121c.txt;-22.8;-43.37
event.201610221661f708117c4411dfd9f633a43b3f65.txt;-22.82;-43.05
event.20150630db5c7d40d9dcc492285192a4232309ac.txt;-6.09;-39.45
event.2016102238241b8035eb18e99025b6870f64fe4f.txt;-22.82;-43.05
event.20161010165fb65d05d0fa23a878d0e4d1569bf9.txt;-4.94;-37.97
event.201508072d272d351c6e7de5f968ff0df1d9e467.txt;-1.62;-47.48
event.201608229a14eddaba15a23d82449012d1f72dc5.txt;-17.83;-40.35
event.2016070639d4e90a860ca18847e8405eb363c45b.txt;-27;-51.15
event.20160218d628acfdadc471cbf7cd0cae5eab493c.txt;-4.45;-49.11
event.201612281256be7195059d73fd5d4e1b0bc62652.txt;-9.47;-35.85
event.20161227b13ed70b61afa9d8049a5e8d0503acee.txt;-22.35;-47.38
event.2016122049ecec808de19117023d41c9f115ddad.txt;-28.26;-52.4
event.2016101018eea74dc0ab7e6be1651168d94e027a.txt;-18.96;-49.46
event.20161227effbd4fb86c0627ccce8fbedfb227982.txt;-20.53;-47.4
event.20160212a353e1a99b9a99fa3be369c4705bccde.txt;-10.83;-38.53
event.201612268b42b5f6eaf0ede2146002db7e686944.txt;-22.52;-44.1
event.2016121973af4edc275d479cf6fc918aa9a618be.txt;-25.44;-49.19
event.201612248f9002ac916bc595daf5aedbc326e55f.txt;-18.96;-49.46
event.20160802f0c272f5e72094a6f44e58f36fa97d24.txt;-1.35;-48.34
event.201607263fe01701987fad855a60b3c586311ba0.txt;-17.83;-40.35
event.2016122281935d43d94f1eac889c3b13a6c66a4f.txt;-16.64;-49.48
event.2016122186d753c61aed4793b74f12fad7d76747.txt;-3.24;-45.82
event.20161215469389de61c46c151eabf6e76ae01625.txt;-25.44;-49.06
event.20161213bf5364ad897853887c9ee36f11471827.txt;-9.41;-40.5
event.201602247e4a20536f656991a594f0f2accec940.txt;-17.34;-44.94
event.20160809117170b17219b0f87bec7be4c9aef724.txt;-10.12;-36.17
event.20160603b37107ec87a3b2a03ce0fd618d065f4b.txt;-18.72;-47.49
event.201610314cb93abbdb7f4e4b19f4c155675a2b0f.txt;-3.76;-49.67
event.20160421d6d683fae505e42d19bd791c6bd97ba9.txt;-5.63;-35.42
event.20160910b01cdcd096280ec1bd834b267bcad1ba.txt;-22.74;-43.7
event.20161222b1cadbbcc3fd8a69c0867fafe6817623.txt;-23.09;-47.21
event.201611154ec24b786d1abc08924d86b5e6a8c80a.txt;-14.78;-39.28
event.2016050391abc7b7de49423b3edd233871b017ec.txt;-4.13;-44.12
event.20160818a51fad3d2d4cbe428a67bf43e053dfbf.txt;-14.13;-39.73
event.20161228d842eb3d1eb7997325cd3ddecddb6319.txt;-15.78;-47.93
event.20161205db34906075cbfaebbbab14a95a5916c0.txt;-21.85;-47.47
event.201612092cff6c52a35fe915e6539b67b7311350.txt;-8.14;-36.37
event.2016121939b56f56dd0eba73e44ec2c04d4e9bbf.txt;-20.12;-40.3
event.201612215d346d8684e932c82e4021a02a252139.txt;-6.4;-38.86
event.2016121921449f50bc921812e5c7dc80f6c5d4ba.txt;-20.12;-40.3
event.201612282ec6052100a02e6bd7e0c70915032784.txt;-18.72;-47.49
event.20160818222a9090ad0fe3f5e5ba81985fa12623.txt;-14.13;-39.73
event.201608227152111c2231c6e2d5c5216ef7fb381d.txt;-8.68;-35.59
event.201609214c61d4635626809531d593988edb9a1f.txt;-13.39;-44.19
event.201612276b8b6331955fa765d15f5320b9370c47.txt;-21.3;-46.71
event.201608181799e4ac0b7c7d467f7bb35b5abd830f.txt;-3.3;-60.62
event.2016122620537c4d8819f72489a41f6c582b5ca2.txt;-22.52;-44.1
event.201612127937a1c072e65fe421511ec2e8f88275.txt;-21.6;-48.36
event.20161223faca7a8a19d6d9e130ce8661956b994d.txt;-22.21;-49.94
event.20161215bfa09a2c0f23f1c3a01c1db0f7c2b83a.txt;-5.91;-35.26
event.201612190e17f998da37d10750451a31e9dc6e34.txt;-20.33;-40.29
event.201612305578cbee95e0bb40682a74b67affba21.txt;-19.46;-42.53
event.20161112e3d97dece5a002ade802c2a8d9a647ec.txt;-8.02;-34.98
event.20161219d953099fc869e4d44f06cd40aec8e82c.txt;-1.93;-50.82
event.20161219f7b88cf4b4ff4b963c1579c9db6e0f84.txt;-7.02;-37.28
event.20161229e0b6eb950a4fbcd31fa7e598fea12b86.txt;-8.76;-63.9
event.201607215ebe80b5c0a7cb14b84a9da472876540.txt;-21.12;-42.94
event.20141130b968583764325e8ed343e8faae2d6894.txt;-4.33;-49.79
event.2015061869b63a1163b8eb24c770f7c69210719b.txt;-1.97;-48.96
event.201601116781032098972c9b14be5a45ef58ac0f.txt;-7.85;-35.25
event.20160415ac1cdff8eb2ec7b2bbd77969221b34d3.txt;-12.35;-38.37
event.201608255d8142b5c3ccd3963c356aa12718f5f3.txt;-8.23;-35.79
event.2016020333a180a1f23a60f664b0499239630bdf.txt;-6;-40.29
event.2015102694df83f902c8a7227ea4b0138dbcb2c9.txt;-7.89;-35.18
event.20160410740554866d9a66e067280d4e45f39c49.txt;-1.29;-48.16
event.20161102c3feac7427d2d2952457111f65266fab.txt;-19.87;-44.98
event.201608206a0caaacc58e93e3b0b749e7168a581f.txt;-4.27;-55.98
event.20161007fbfc04d8d47371f11535b35770dd0fa4.txt;-19.87;-44.98
event.20160805e03fb1316a528c53acd2405852c344a6.txt;-5.19;-39.29
event.2016032191638aff25a9e3fc6e6dbed3a18ba073.txt;-29.99;-51.08
event.2016121902cc71aa90f4fb938bd2f55d1971a9b6.txt;-22.76;-43.39
event.2015040562eb3ef2cc1b48b50299db09768dbe1e.txt;-13.53;-39.97
event.2016042586d46d14283773e6e1a6adfa79e5b8d3.txt;-22.61;-43.7
event.20150930484ef4f8eb7873fb034e5ee4a5f66473.txt;-12.35;-38.37
event.20161219f9b7fbe98e4edbf6b34ddff9fb39a5a1.txt;-20.53;-47.4
event.2016120458e69c505b621c417620e4fc7fb36bc7.txt;-9.37;-37.24
event.2016031503bf09c61bbde4cbba971b8281d32fef.txt;-5.1;-38.37
event.201612204a77aa25c15831edde4a6754f15c208e.txt;-8.89;-36.49
event.201606258defcc1513c76c51e0fd80be020a3e33.txt;-7.57;-40.49
event.20161121299f3164ea497b99875d69f8126fd730.txt;-16.35;-46.9